division,grupo,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,Productos lacteos,OTROS QUESOS DE RALLAR,650257249.35484,0.000141
ALIMENTOS Y BEBIDAS,Productos lacteos,QUESO CREMOSO ENVASADO,2227831611.63713,0.000482
ALIMENTOS Y BEBIDAS,Productos lacteos,QUESO FUNDIDO EN PAQUETE,385640992.48157,8.3e-05
ALIMENTOS Y BEBIDAS,Productos lacteos,OTROS QUESOS PARA UNTAR ENVASADO,4590527204.03343,0.000994
ALIMENTOS Y BEBIDAS,Productos lacteos,RICOTA SUELTA POR KG,763514947.41816,0.000165
ALIMENTOS Y BEBIDAS,Productos lacteos,RICOTA ENVASADA,652440710.4844,0.000141
ALIMENTOS Y BEBIDAS,Productos lacteos,OTROS TIPO DE RICOTA,7661488.04537,2.0e-06
ALIMENTOS Y BEBIDAS,Productos lacteos,YOGHOURT CON ESENCIA ENTERO,12880851180.8538,0.002788
ALIMENTOS Y BEBIDAS,Productos lacteos,YOGHOURT CON FRUTA,1231775519.0946,0.000267
ALIMENTOS Y BEBIDAS,Productos lacteos,YOGHOURT NATURAL ENTERO,918309551.31834,0.000199
ALIMENTOS Y BEBIDAS,Productos lacteos,YOGHOURT DESCREMADO,1419106721.14586,0.000307
ALIMENTOS Y BEBIDAS,Productos lacteos,OTROS YOGHOURT,380371350.54113,8.2e-05
ALIMENTOS Y BEBIDAS,Huevos,HUEVOS DE GALLINA DE COLOR POR UNIDAD,12610880981.6689,0.00273
ALIMENTOS Y BEBIDAS,Huevos,HUEVOS DE GALLINA BLANCOS POR UNIDAD,22683680504.2613,0.00491
ALIMENTOS Y BEBIDAS,Huevos,OTRO TIPO DE HUEVOS POR UNIDAD,24417767.86251,5.0e-06
ALIMENTOS Y BEBIDAS,Frutas,ANANA POR UNIDAD,1226480589.69235,0.000265
ALIMENTOS Y BEBIDAS,Frutas,BANANA POR KILOGRAMO,11689143321.8653,0.00253
ALIMENTOS Y BEBIDAS,Frutas,BERGAMOTA POR KILOGRAMO,194948037.63211,4.2e-05
ALIMENTOS Y BEBIDAS,Frutas,CEREZAS-GUINDAS.SUELTAS O ENVASADAS,93205903.5679,2.0e-05
ALIMENTOS Y BEBIDAS,Frutas,CIRUELA POR KG.,2033733008.91711,0.00044
ALIMENTOS Y BEBIDAS,Frutas,DAMASCOS POR KG,757709222.23416,0.000164
ALIMENTOS Y BEBIDAS,Frutas,DURAZNO POR KG.,7444433217.02851,0.001611
ALIMENTOS Y BEBIDAS,Frutas,FRUTILLA POR KG,449719747.67869,9.7e-05
ALIMENTOS Y BEBIDAS,Frutas,FRUTILLA EN CAJA,282800938.9202,6.1e-05
ALIMENTOS Y BEBIDAS,Frutas,LIMONES,2514686258.16687,0.000544
ALIMENTOS Y BEBIDAS,Frutas,MANDARINA,10715484403.4103,0.00232
ALIMENTOS Y BEBIDAS,Frutas,MANZANA COLORADA,28098322519.9689,0.006082
ALIMENTOS Y BEBIDAS,Frutas,MANZANA VERDE,2259799124.69436,0.000489
ALIMENTOS Y BEBIDAS,Frutas,OTRAS MANZANAS,802339568.5964,0.000174
ALIMENTOS Y BEBIDAS,Frutas,MELON POR KG.,1684609212.8293,0.000365
ALIMENTOS Y BEBIDAS,Frutas,NARANJA,17646362493.8146,0.00382
ALIMENTOS Y BEBIDAS,Frutas,PALTA,536496849.96721,0.000116
ALIMENTOS Y BEBIDAS,Frutas,PELONES,581889717.37902,0.000126
ALIMENTOS Y BEBIDAS,Frutas,PERA,6689966316.42296,0.001448
ALIMENTOS Y BEBIDAS,Frutas,POMELO,2979876163.77973,0.000645
ALIMENTOS Y BEBIDAS,Frutas,SANDIA,1389388126.93904,0.000301
ALIMENTOS Y BEBIDAS,Frutas,UVA,7358773833.59417,0.001593
ALIMENTOS Y BEBIDAS,Frutas,OTRAS FRUTAS FRESCAS POR UNIDAD,226512672.73747,4.9e-05
ALIMENTOS Y BEBIDAS,Frutas,OTRAS FRUTAS FRESCAS POR KG,412888403.87544,8.9e-05
ALIMENTOS Y BEBIDAS,Frutas,ACEITUNAS SUELTAS,2547591877.19672,0.000551
ALIMENTOS Y BEBIDAS,Frutas,ACEITUNAS ENVASADAS,410640346.07862,8.9e-05
ALIMENTOS Y BEBIDAS,Frutas,ANANA AL NATURAL,271236480.50901,5.9e-05
ALIMENTOS Y BEBIDAS,Frutas,DAMASCO AL NATURAL,190111860.67245,4.1e-05
ALIMENTOS Y BEBIDAS,Frutas,DURAZNOS AL NATURAL,3802916071.02569,0.000823
ALIMENTOS Y BEBIDAS,Frutas,ENSALADA DE FRUTA AL NATURAL,469021673.98548,0.000102
ALIMENTOS Y BEBIDAS,Frutas,MANZANAS AL NATURAL,34890446.3169,8.0e-06
ALIMENTOS Y BEBIDAS,Frutas,MANZANAS EN PURE,22787883.2304,5.0e-06
ALIMENTOS Y BEBIDAS,Frutas,PERAS AL NATURAL,175959607.41878,3.8e-05
ALIMENTOS Y BEBIDAS,Frutas,OTRAS FRUTAS EN CONSERVA AL NATURAL O ALMIBAR,209451087.95254,4.5e-05
ALIMENTOS Y BEBIDAS,Frutas,ALMENDRAS Y AVELLANAS CON CASCARA,577979084.46648,0.000125
ALIMENTOS Y BEBIDAS,Frutas,CIRUELAS SECAS,619419379.79534,0.000134
ALIMENTOS Y BEBIDAS,Frutas,DURAZNOS-PERAS Y MANZANAS,344354625.90931,7.5e-05
ALIMENTOS Y BEBIDAS,Frutas,NUECES CON CASACRAS,881467489.63027,0.000191
ALIMENTOS Y BEBIDAS,Frutas,NUECES SIN CASCARA,117740793.55495,2.5e-05
ALIMENTOS Y BEBIDAS,Frutas,PASAS DE UVA SUELTAS,517322405.28585,0.000112
ALIMENTOS Y BEBIDAS,Frutas,PASAS DE UVA ENVASADAS,123852307.22737,2.7e-05
ALIMENTOS Y BEBIDAS,Frutas,OTRAS FRUTAS SECAS ENVASADAS,147628064.95616,3.2e-05
ALIMENTOS Y BEBIDAS,Frutas,OTRAS FRUTAS SECAS SUELTAS,318646746.8598,6.9e-05
ALIMENTOS Y BEBIDAS,Frutas,MANDARINA CONGELADA,9142569.528,2.0e-06
ALIMENTOS Y BEBIDAS,Frutas,NARANJA CONGELADA,8719740.98028,2.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ACELGA,4766461917.57935,0.001032
ALIMENTOS Y BEBIDAS,Verduras y legumbres,AJI MORRON - AJI CALAHORRA,5186408586.41024,0.001123
ALIMENTOS Y BEBIDAS,Verduras y legumbres,AJO POR CABEZA,2133422254.53916,0.000462
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ALCAUCILES,785128074.42894,0.00017
ALIMENTOS Y BEBIDAS,Verduras y legumbres,APIO,696899666.159789,0.000151
ALIMENTOS Y BEBIDAS,Verduras y legumbres,BATATA,3609826204.97046,0.000781
ALIMENTOS Y BEBIDAS,Verduras y legumbres,BERENJENA,1567546083.60475,0.000339
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CEBOLLA COMUN - VERDEO,8770206517.84957,0.001898
ALIMENTOS Y BEBIDAS,Verduras y legumbres,COLIFLOR,503511163.88761,0.000109
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHOCLO,1510914019.96302,0.000327
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ESCAROLA,223727929.02093,4.8e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ESPARRAGO,145290046.5345,3.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ESPINACA,811031648.85359,0.000176
ALIMENTOS Y BEBIDAS,Verduras y legumbres,HINOJO,415105329.06228,9.0e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,LECHUGA CRIOLLA - OTRO TIPO,12560539537.4578,0.002719
ALIMENTOS Y BEBIDAS,Verduras y legumbres,PAPA BLANCAS O NEGRA,26123036302.9176,0.005655
ALIMENTOS Y BEBIDAS,Verduras y legumbres,PEPINO.,656965052.3774,0.000142
ALIMENTOS Y BEBIDAS,Verduras y legumbres,RABANITOS,94602729.25353,2.0e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,RADICHETA,430065773.39082,9.3e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,REMOLACHA.,1650081045.17351,0.000357
ALIMENTOS Y BEBIDAS,Verduras y legumbres,REPOLLO BLANCO.,922965642.83344,0.0002
ALIMENTOS Y BEBIDAS,Verduras y legumbres,TOMATE REDONDO.,23924690100.2525,0.005179
ALIMENTOS Y BEBIDAS,Verduras y legumbres,TOMATE PERITA.,2558558876.97159,0.000554
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ZANAHORIA.,6373771584.50942,0.00138
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ZAPALLITOS,5420281967.33034,0.001173
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ZAPALLO CRIOLLO - OTRO TIPO,5716544307.81335,0.001237
ALIMENTOS Y BEBIDAS,Verduras y legumbres,NABO-BERRO-PEREJIL-BROCOLI-PUERRO-VERDURITA.,4598339781.22651,0.000995
ALIMENTOS Y BEBIDAS,Verduras y legumbres,AJI MORRON EN LATA,143721092.32361,3.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ALCAHUCILES EN CONSERVA,19221529.09536,4.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHOCLO CREMOSO/DESGRANADO EN LATA,351658771.269,7.6e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,PALMITOS,255668195.55796,5.5e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,TOMATES ENTERO,9210746875.26896,0.001994
ALIMENTOS Y BEBIDAS,Verduras y legumbres,TOMATES PURE,4009536853.62426,0.000868
ALIMENTOS Y BEBIDAS,Verduras y legumbres,EXTRACTO DE TOMATES,781370545.83772,0.000169
ALIMENTOS Y BEBIDAS,Verduras y legumbres,JARDINERA EN LATA,85973528.65476,1.9e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,HONGOS Y CHAMPIGNON,147545533.72428,3.2e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,OTRAS VERDURAS EN CONSERVA O SECAS,264329539.37645,5.7e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHOCLOS CONGELADOS,51605668.0364,1.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ESPINACAS CONGELADAS,42009233.44734,9.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,JARDINERA CONGELADA,101774419.38707,2.2e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,REPOLLITOS DE BRUSELAS CONGELADOS,6111235.3145,1.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,OTRAS VERDURAS CONGELADAS,85055472.65239,1.8e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ARVEJAS FRESCAS,452818703.49975,9.8e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHAUCHA.,3931148632.47459,0.000851
ALIMENTOS Y BEBIDAS,Verduras y legumbres,HABAS,36795732.58805,8.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ARVEJAS LATA,2983471867.90382,0.000646
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ARVEJAS SECAS,91499003.25767,2.0e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHAUCHAS EN LATA,18817945.5587,4.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,GARBANZOS SECOS SUELTOS,47966331.11793,1.0e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,GARBANZOS SECOS ENVASADOS,118488960.94117,2.6e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,GARBANZOS EN LATA,72735602.7135,1.6e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,HABAS SECAS ENVASADAS,12848134.3159,3.0e-06
ALIMENTOS Y BEBIDAS,Verduras y legumbres,LENTEJAS SUELTAS,432581343.16549,9.4e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,LENTEJAS ENVASADAS,872857167.59815,0.000189
ALIMENTOS Y BEBIDAS,Verduras y legumbres,LENTEJAS EN LATA,49642061.01489,1.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,POROTOS SECOS SUELTOS,160271145.49568,3.5e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,POROTOS ENVASADOS,230715932.11061,5.0e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,POROTOS EN LATA,52012085.99661,1.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,OTRAS LEG.SECAS O EN CONSERVA,189021004.79225,4.1e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,ARVEJAS CONGELADAS,58547540.13476,1.3e-05
ALIMENTOS Y BEBIDAS,Verduras y legumbres,CHAUCHAS CONGELADAS,89646031.11332,1.9e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",AZUCAR BLANCO SUELTA O ENVASADA POR KG.,22388521672.9236,0.004846
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",AZUCAR IMPALPABLE ENVASADA,82049157.29315,1.8e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",AZUCAR NEGRA SUELTA POR KG,5159551.04608,1.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",AZUCAR NEGRA ENVASADA,21007467.24484,5.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTROS AZUCARES ENVASADOS,7316578.6345,2.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCE DE BATATA  A LA VAINILLA SUELTO,3482648465.99841,0.000754
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCE DE BATATA A LA VAINILLA ENVASADO,484142494.73458,0.000105
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRO TIPO DE DULCE DE BATATA SUELTO,119750192.08902,2.6e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRO TIPO DE DULCE DE BATATA ENVASADO,29288157.14867,6.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCE DE MEMBR. Y CREMA DE MEMBRILLO ENVASADO,701000013.8417,0.000152
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCE DE MEMBRILLO SUELTO POR KG.,1472173601.34774,0.000319
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRO TIPO DE DULC.DE MEMBR.Y CREMA POR KG.,66674588.95789,1.4e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",MERMELADA GUSTOS COMUNES,4717731912.84986,0.001021
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCES Y MERMELADAS DE GUSTOS ESPECIALES,533102628.12635,0.000115
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",DULCES Y MERM. DE OTROS GUSTOS,302738712.83976,6.6e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",JALEAS ENVASADAS,299667362.83787,6.5e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",MIEL ENVASADA,1749591609.12043,0.000379
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",MIEL SUELTA,634047787.91423,0.000137
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CACAO SUELTO,254345275.14354,5.5e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CACAO ENVASADO  (ALIMENTOS EN BASE A CACAO),4784890598.86123,0.001036
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOCOLATE COBERTURA SUELTO,165208507.64046,3.6e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOCOLATE COBERTURA ENVASADO,332461775.15538,7.2e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOC.CON CEREALES Y FRUTA SECA SUELTOS,36470708.29842,8.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOC.CON CEREALES Y FRUTA SECAS ENVASADOS,369888287.44477,8.0e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOC.C/OTROS ADITAM. SUELTOS,168188829.67385,3.6e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOC.C/OTROS ADITAMENTOS ENVASADOS,404148055.84392,8.7e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOCOLATIN POR UNIDAD,2996247237.95017,0.000649
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHOCOLATE PARA TAZA.,930077088.81915,0.000201
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRO TIPO DE CHOCOLATE ENVASADOS,897053500.26784,0.000194
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",BOMBONES Y BOCADITOS SUELTOS POR KG.,764545964.58788,0.000166
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",BOMBONES Y BOCADITOS SUELTOS POR UNIDAD,1043025612.12859,0.000226
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",BOMBONES Y BOCADITOS ENVASADOS (LATA-FRASCO-CAJA),181239095.0164,3.9e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CARAMELOS Y CHUPETINES ENVASADOS (BOLSA-LATA-CAJA-,819773148.22447,0.000177
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CARAMELOS Y CHUPETINES EN PAQUETITO O CAJITA,1302853629.4451,0.000282
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CARAMELOS Y CHUPETINES POR UNIDAD,1382019064.37428,0.000299
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CARAMELOS SUELTOS POR KG.,1729994790.18073,0.000374
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CONFITES Y PELADILLAS SUELTOS,65243847.5873,1.4e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CONFITES Y PELADILLAS ENVASADO,245869467.85418,5.3e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHICLETS POR UNIDAD,895282815.672421,0.000194
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",CHICLETS EN CAJA O PAQUETE,1197605047.80474,0.000259
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTROS CHICLETS,6130924.03539,1.0e-06
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",PASTILLAS PAQUETE POR UNIDAD,1656508821.00243,0.000359
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",TURRON BLANDO ENVASADO (TIPO MANTECOL),551576605.01989,0.000119
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",TURRON DURO ENVASADO,449249005.43422,9.7e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRO TIPO DE TURRON,126427481.87272,2.7e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRAS GOLOSINAS Y CONFITURAS POR UNIDAD,814955317.25665,0.000176
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRAS GOLOSINAS Y CONFITURAS POR KG,52119355.5486,1.1e-05
ALIMENTOS Y BEBIDAS,"Azucar, dulces, golosinas, cacao",OTRAS GOLOSINAS Y CONFITURAS ENVASADA,355173884.98784,7.7e-05
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",CAFE MOLIDO O EN GRANO SUELTO,3504759493.44728,0.000759
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",CAFE MOLIDO O EN GRANO ENVASADO,22930109141.0449,0.004964
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",CAFE SOLUBLE ENVASADO,8488518571.12288,0.001837
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",TE EN HOJA SUELTO POR KG,267677154.08027,5.8e-05
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",TE COMUN ENVASADO,979376914.06903,0.000212
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",TE EN SAQUITOS.,5040561606.79989,0.001091
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",YERBA MATE SUELTA POR KG.,429021573.03573,9.3e-05
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",YERBA MATE ENVASADA,20023583087.854,0.004334
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",YERBA MATE EN SAQUITOS,304375873.62528,6.6e-05
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",YERBA MATE SOLUBLE ENVASADA,31165784.17464,7.0e-06
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",OTRAS INFUSIONES SUELTAS POR KG,15446142.3633,3.0e-06
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",OTRAS INFUSIONES ENVASADAS,163973363.00018,3.5e-05
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",OTRAS INFUSIONES EN SAQUITOS,18778227.5695,4.0e-06
ALIMENTOS Y BEBIDAS,"Cafe, te y yerba mate",OTRAS INFUSIONES SOLUBLES ENVASADAS,57248347.07324,1.2e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",AJI MOLIDO.,711639434.92945,0.000154
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",AZAFRAN,113961636.39125,2.5e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",CANELA,20200858.44496,4.0e-06
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",COMINO,148483603.01498,3.2e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",NUEZ MOSCADA,116840017.56698,2.5e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",PIMENTON.,659194692.34094,0.000143
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",PIMIENTA BLANCA.,738275098.85399,0.00016
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",OREGANO.,778802953.27996,0.000169
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",LAUREL,47657280.6919,1.0e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",OTROS,511481132.91887,0.000111
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",CHIMICHURRI,119268794.24334,2.6e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",GOLF ENVASADA,230932324.63524,5.0e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",KETCHUP.,204806296.95378,4.4e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",MAYONESA.,5778370435.99395,0.001251
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",MOSTAZA.,452106191.2724,9.8e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",SAL FINA.,1957069801.0747,0.000424
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",SAL GRUESA.,820629706.88263,0.000178
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",SALSA DE TOMATE,314137637.60198,6.8e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",SALASAS VARIAS (SALASA BLANCA),245482708.50411,5.3e-05
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",VINAGRE BLANCO,815360739.91637,0.000176
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",VINAGRE DE VINO.,1056041314.72803,0.000229
ALIMENTOS Y BEBIDAS,"Salsas, condimentos y otros",OTROS ADEREZOS (INCLUYE LEVADURA),640282134.49116,0.000139
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,CALDO CONCENTRADO POR UNIDAD,4295220150.20881,0.00093
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,FLAN,936234939.10186,0.000203
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,GELATINA ENVASADA,1392313416.6851,0.000301
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,HELADOS,369095653.99261,8.0e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,POSTRES,513541929.26336,0.000111
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,TORTAS,795709246.23368,0.000172
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,OTROS POLVOS SEMIPREPARADOS PAR POSTRES,128696474.02226,2.8e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,SOPA CONCENTRADA SOBRES,808159440.80508,0.000175
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,EMPANADAS Y TARTAS POR UNIDAD,484256353.02769,0.000105
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,HAMBURGUESAS ENVASADAS.,7059427648.73042,0.001528
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,MILANESAS P/UNIDAD LISTAS P/COCINAR,557693465.60117,0.000121
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PASTAS CON SALSAS P/PORCION LISTA PCOCINAR,207178849.00207,4.5e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PREPIZZA POR UNIDAD,3659770664.74944,0.000792
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,OTRAS COMIDAS LISTA PARA COCINAR,1372810327.40246,0.000297
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,POLLO POR KG.LISTA PARA CONSUMIR,3701096332.76281,0.000801
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,CARNE PORCINA POR KG LISTA PCONSUMIR,253855131.27114,5.5e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,CARNE VACUNA POR KG LISTA PARA CONSUMIR,515174466.60958,0.000112
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,OTRAS CARNES POR KG LISTA PCONSUMIR,141990776.61974,3.1e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,ENSALADAS-ANTIPASTOS-COMIDAS ESCABECHE VARIAS POR,506689395.29431,0.00011
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PIZZA-FAINA-FUGAZZA ENTERA,12537849513.3396,0.002714
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PIZZA-FAINA-FUGAZZA EN PORCION,725873414.75003,0.000157
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,EMPANADA Y PASTELITOS VARIOAS POR UNIDAD,5173906668.72397,0.00112
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,HELADO-POSTRE COMUN SUELTO.,4505625743.96295,0.000975
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,POSTRE HELADO ENVASADO,862258376.37483,0.000187
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,HELADO POR PORTCION ENVASADO O SUELTO,1967977413.5314,0.000426
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,MILANESA (POLLO-TERNERA) POR UNIDAD,1978075479.86983,0.000428
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PAPAS FRITAS EN PORCION,273824350.46462,5.9e-05
