division,grupo,clase,subclase,articulo,monto,porcentaje
INDUMENTARIA Y CALZADO,CALZADO,"Zapatos y otro tipo de calzado (excluye: botines para fútbol, patinaje, sky, etc..)",Calzado para niño,"Sandalias, ojotas para niños y bebés",7617857.32,0.000541
INDUMENTARIA Y CALZADO,CALZADO,"Zapatos y otro tipo de calzado (excluye: botines para fútbol, patinaje, sky, etc..)",Calzado para niño,Zapatillas para niños y bebés,48968937.05,0.00348
INDUMENTARIA Y CALZADO,CALZADO,"Zapatos y otro tipo de calzado (excluye: botines para fútbol, patinaje, sky, etc..)",Calzado para niño,Zapatos para niñas,6826221.8,0.000485
INDUMENTARIA Y CALZADO,CALZADO,"Zapatos y otro tipo de calzado (excluye: botines para fútbol, patinaje, sky, etc..)",Calzado para niño,Zapatos para niños,7521946.8,0.000534
INDUMENTARIA Y CALZADO,INDUMENTARIA,"Limpieza, reparación, alquiler de prendas y accesorios de vestir","Limpieza, reparación, alquiler de prendas y accesorios de vestir",Alquiler de prendas de vestir,267358,1.9e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,"Limpieza, reparación, alquiler de prendas y accesorios de vestir","Limpieza, reparación, alquiler de prendas y accesorios de vestir",Arreglos y hechuras con modista o sastre,4902622.2,0.000348
INDUMENTARIA Y CALZADO,INDUMENTARIA,"Limpieza, reparación, alquiler de prendas y accesorios de vestir","Limpieza, reparación, alquiler de prendas y accesorios de vestir",Lavandería y lavadero automático de ropa de vestir,8372847.1,0.000595
INDUMENTARIA Y CALZADO,INDUMENTARIA,"Limpieza, reparación, alquiler de prendas y accesorios de vestir","Limpieza, reparación, alquiler de prendas y accesorios de vestir","Tintorería, limpieza a seco de ropa de vestir",7675137.2,0.000545
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Accesorios para coser y tejer,"Agujas, alfileres, broches",783333.83,5.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Accesorios para coser y tejer,Botones,506511.73,3.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Accesorios para coser y tejer,Cierres,788631.09,5.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Accesorios para coser y tejer,Hilo para coser,1589357.25,0.000113
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Accesorios para coser y tejer,Otros accesorios para coser y tejer,576356.35,4.1e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Artículos de marroquinería,"Billetera, portadocumentos",2851359.5,0.000203
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Artículos de marroquinería,"Cartera, bolso, mochila de vestir",13860812.86,0.000985
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Artículos de marroquinería,"Cinturón, tiradores",4188443.46,0.000298
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Artículos de marroquinería,Otros artículos de marroquinería,713858.9,5.1e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,Artículos de marroquinería,Reparaciones de artículos de marroquinería,631965.5,4.5e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Babero,423051.54,3e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir","Bufanda, chalina, pañuelo de cuello, guantes",3252868.55,0.000231
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Corbata,1943375.35,0.000138
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Otros accesorios para vestir,681693.2,4.8e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Paraguas,1445114.2,0.000103
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Pañuelo de mano,702411.4,5e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir",Reparación de paraguas,8797,1e-06
INDUMENTARIA Y CALZADO,INDUMENTARIA,Otros artículos y accesorios para el vestir,"Bufandas, corbatas, pañuelos y otros accesorios para vestir","Sombrero, gorro, boina",1511385.4,0.000107
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,Camisa para hombres,42442735.38,0.003016
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Campera, anorak para hombres",22687514.9,0.001612
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,Equipo de deporte para hombres,3006628,0.000214
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Joggings (pantalón y/o buzo, campera)  para hombres",20112941,0.001429
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,Otras prendas exteriores para hombres,5477249.46,0.000389
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,Pantalón de jean para hombres,68429530.65,0.004862
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,Pantalón de vestir para hombres,18666819.23,0.001326
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Pulover, chaleco, para hombres",13902341.5,0.000988
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Remera, chomba, polera para hombres",43374337.78,0.003082
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Saco sport, blazer para hombres",4975039,0.000354
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Short, bermuda, traje de baño para hombre",14764576.5,0.001049
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Sobretodo, impermeable y otros abrigos",702645,5e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para hombres,"Traje, ambo para hombres",12425729,0.000883
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Blazer, saco para mujeres",6089760.8,0.000433
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Blusa, camisa para mujeres",18839938.27,0.001339
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Campera, anorak para mujeres",19668139.5,0.001398
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Equipo de deporte para mujeres,1969011,0.00014
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Impermeable y otros abrigos,428151,3e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Joggings (pantalón y/o buzo, campera)  para mujeres",16321799.56,0.00116
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Otras prendas exteriores para mujeres,6254718.12,0.000444
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Pantalón de jean para mujeres,49161475.56,0.003493
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Pantalón de vestir para mujeres,26668403.96,0.001895
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Pollera, pollera-pantalón para mujeres",11482015,0.000816
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Pulover, chaleco, polerón para mujeres",14914931.61,0.00106
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Remera, polera, para mujeres",43938916.26,0.003122
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Short, bermuda para mujeres",2991517.4,0.000213
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Tapado, sacón para mujeres",2467097,0.000175
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Traje de baño, malla para mujeres",5997491.7,0.000426
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,Traje para mujeres,4576200,0.000325
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para mujeres,"Vestido, jumper, conjunto de blusa y pollera para mujeres",14338580,0.001019
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Batita de bebe,1800599.27,0.000128
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Blusa, camisa para niños y bebés",2917071.02,0.000207
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Camperas, tapados, anorak, abrigos para niños y bebés",8716462.5,0.000619
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Enterito, osito, patas para bebés",6164427.9,0.000438
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Equipo de deporte o gimnasia para niños,2820388,0.0002
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Guardapolvo, delantal para niños",4624383.8,0.000329
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Joggings (pantalón y/o buzo, campera) para niños y bebés",20375867.86,0.001448
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Mantilla para bebés,913857,6.5e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Otras prendas exteriores para niños y bebés,2918232.9,0.000207
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Pantalón de jean, para niños y bebés",15099351.37,0.001073
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Pantalón de vestir para niños,4771560.4,0.000339
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Pollera para niñas,3064735,0.000218
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Pulover, chaleco, saco para niños y bebés",4128628.2,0.000293
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Remera, polera de algodón",20043326.53,0.001424
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Short, bermuda, jardinero para niños y bebés",5885497.02,0.000418
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,Traje de baño para niños y bebés,1837434.4,0.000131
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa exterior para niños,"Vestido, jumper, conjunto para niñas y bebés",4670674.9,0.000332
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para hombres,Calzoncillo,13677951.73,0.000972
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para hombres,Camiseta para hombres,2483568.5,0.000176
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para hombres,"Medias, zoquetes para hombres",7918538.38,0.000563
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para hombres,Otras prendas interiores para hombres,136129.7,1e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para hombres,Pijama para hombres,922594.02,6.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,Bombacha,8536366.1,0.000607
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,"Camisón, pijama",3797392.36,0.00027
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,Conjuntos de bombacha y corpiño  - body - camiseta,18895156.2,0.001343
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,Corpiño,6814269.95,0.000484
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,"Medias, zoquetes para mujeres",3340584.21,0.000237
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,"Medibachas, panty",1647753.57,0.000117
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para mujeres,"Otras prendas interiores para mujeres: salto de cama, combinación, enagua, trusas, fajas, salidas de baño, etc..",1086670.2,7.7e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,Bombacha para niños y bebés,2192299.91,0.000156
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,Calzoncillo para niños,2046445.45,0.000145
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,Camiseta para niños y bebés,1326165.3,9.4e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,"Camisón, pijama para niños y bebés",936706.6,6.7e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,Escarpines para niños y bebés,223388.8,1.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,"Medias, zoquetes para niños y bebés",4401003.13,0.000313
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,Otras prendas interiores para niños y bebés,363469.5,2.6e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Prendas de vestir,Ropa interior para niños,"Pañal, chiripa de tela para bebés",1856010.7,0.000132
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Hilados para tejer,Fibra sintética para tejer,327778.1,2.3e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Hilados para tejer,Hilo para tejer,1686482.8,0.00012
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Hilados para tejer,Lana con mezcla para tejer,4120573.7,0.000293
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Hilados para tejer,Lana pura para tejer,2550268.9,0.000181
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Hilados para tejer,Otros hilados para tejer,143903.5,1e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Telas,Otras telas,5547310.28,0.000394
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Telas,Sintético puro,1086648.82,7.7e-05
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Telas,Telas de algodón con o sin mezcla,7012968.16,0.000498
INDUMENTARIA Y CALZADO,INDUMENTARIA,Telas e hilados,Telas,Telas de lana con o sin mezcla,1014308.9,7.2e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Arena/canto rodado,3453900.39096,0.000245
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Artefactos sanitarios,2296152.96168,0.000163
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Cal, cemento",7476691.16048,0.000531
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Carpintería metálica y de madera, ventanas, puertas, rejas, herrajes",7338393.3413,0.000521
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Cañerías y sus accesorios,2388262.71772,0.00017
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Gastos no desglosables,15732021.86024,0.001118
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Grifería: canillas, duchas",2235651.31799,0.000159
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Ladrillo,4566386.01547,0.000324
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Madera, listones, placas, tablas",2902797.69195,0.000206
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Membrana para techo, tejas, techado asfáltico",3172903.98068,0.000225
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Moquette, papel para pared",671717.64841,4.8e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Otros materiales,7034277.99148,0.0005
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Pintura y accesorios,13167832.04536,0.000936
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,"Pisos, zócalos, revestimientos",5952425.31265,0.000423
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Materiales para la reparación o construcción  de la vivienda,Materiales para la reparación o construcción de la vivienda,Revoque premezclado,194206.56159,1.4e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Albañil,35250083.89783,0.002505
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Carpintero,2525386.64627,0.000179
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Cerrajero,701967.74458,5e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Electricista,1859999.78448,0.000132
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Gasista,3499633.94918,0.000249
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Gastos no desglosables en servicios para la reparación o construcción,26277423.01024,0.001867
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,"Otros servicios: yesero, ceramista, colocador de alfombra, pulidor de pisos, pocero, etc.",4814873.77842,0.000342
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Pintor y empapelador,14281485.62999,0.001015
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,Servicios para la reparación o construcción de la vivienda,Servicios para la reparación o construcción de la vivienda,Plomero,4996373.31374,0.000355
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Electricidad,Electricidad,Electricidad (kw),300312841.0825,0.02134
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Gas,Gas,Gas a granel,2910557.305,0.000207
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Gas,Gas,"Gas envasado (garrafa, tubo)",105336543.56,0.007485
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Gas,Gas,Gas natual por red domiciliaria (m3),130798273.5025,0.009294
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Otros combustibles sólidos y líquidos,Otros combustibles sólidos y líquidos,Kerosene,3420267.885,0.000243
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Otros combustibles sólidos y líquidos,Otros combustibles sólidos y líquidos,"Leña, carbón",18427689.425,0.001309
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD","ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",Otros combustibles sólidos y líquidos,Otros combustibles sólidos y líquidos,Otros combustibles para el hogar,802001.1,5.7e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Alquiler de la vivienda (excluir los gastos por vacaciones o negocios),Alquiler de la cochera,17518156,0.001245
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Alquiler de la vivienda (excluir los gastos por vacaciones o negocios),Alquiler de la vivienda de uso mixto,4065079,0.000289
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Alquiler de la vivienda (excluir los gastos por vacaciones o negocios),"Alquiler de la vivienda de uso permanente (incluye el gasto de habitación de pensión, hotel sin comida)",437108419.51,0.03106
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Alquiler de la vivienda (excluir los gastos por vacaciones o negocios),Alquiler de la vivienda de uso secundario,4138869,0.000294
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Alquiler de la vivienda (excluir los gastos por vacaciones o negocios),Alquiler de la vivienda ocupada por otro hogar,9425089,0.00067
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Expensas y/o gastos comunes por la vivienda y/o cochera,Abonos para mantenimiento de la vivienda,131585.00597,9e-06
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Expensas y/o gastos comunes por la vivienda y/o cochera,Gastos comunes de la cochera principal y secundaria,1768848.56,0.000126
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Expensas y/o gastos comunes por la vivienda y/o cochera,Gastos comunes de la vivienda principal y secundaria,130767675.21,0.009292
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Servicios de alojamiento,Gastos del pensionista (habitación y comida),1825515.5,0.00013
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Valor estimado del alquiler de la vivienda recibida en pago por su trabajo,Valor estimado del alquiler de la vivienda de uso permanente del hogar recibida en pago por su trabajo,63162845.82,0.004488
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",PROPIEDADES ( alquileres y expensas),"Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes",Valor estimado del alquiler de la vivienda recibida en pago por su trabajo,Valor estimado del alquiler de la vivienda de uso secundario del hogar recibida en pago por su trabajo,614090,4.4e-05
"PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD",SUMINISTRO DE AGUA Y SERVICIOS DIVERSOS RELACIONADOS CON LA VIVIENDA,Saneamiento,Saneamiento,"Barrido de calles, quitado de nieve, hielo, agua",567960.53,4e-05
