division,grupo,clase,subclase,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA","CHIZITOS, PAPAS FRITAS, PALITOS (SNACKS)",66720510.43,0.00108
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",LEVADURA,8026985.8,0.00013
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",POLVO PARA HORNEAR,609410.51,1E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA","POLVOS PARA BIZCOCHUELO, TORTAS, SCONES",10062793.13,0.000163
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",POLVOS PARA POSTRES Y HELADOS,22612659.4,0.000366
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",PRODUCTOS PARA REPOSTERÍA,3216256.52,5.2E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",SOPAS CONCENTRADAS,14624015.62,0.000237
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,"SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA","SURTIDOS DE SOPAS, PREPARACIONES PARA POSTRES Y LEVADURA",215148.57,3E-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,CARNE VACUNA ASADA/SPIEDO,31524077.88,0.00051
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,POLLO ASADO/SPIEDO,87171929.09,0.001411
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,EMPANADAS Y TARTAS,261064833.97,0.004226
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,ENSALADAS VARIAS,31305636.07,0.000507
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,"MILANESA DE CARNE, SUPREMA",58822710.64,0.000952
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,PIZZA- FAINÁ- FUGAZZA,205103974.39,0.00332
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,POSTRES,13974337.09,0.000226
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,"SANDWICHES DE MIGA (SIMPLE, TRIPLE)",64452521.91,0.001043
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,"OTRO TIPO DE SANDWICHES (LOMITOS, HAMBURGUESAS, MILANESAS, PANCHOS, JAMÓN Y QUESO, ETC.)",235464537.42,0.003811
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,COMIDAS EN BASE A CARNES,58783742.41,0.000952
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,COMIDAS EN BASE A PASTAS,47638294.08,0.000771
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,COMIDAS EN BASE A PESCADO,9410391.04,0.000152
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,COMIDAS EN BASE A VERDURAS Y TUBÉRCULOS,27329410.44,0.000442
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,COMIDAS LISTAS PARA CONSUMIR,OTRAS COMIDAS LISTAS PARA CONSUMIR,112596933.15,0.001823
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,OTROS ALIMENTOS,GASTOS NO DISCRIMINADOS EN ALIMENTOS,GASTOS EN ALIMENTOS,38288629.49,0.00062
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CAFÉ INSTANTÁNEO,64437267.96,0.001043
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CAFÉ MOLIDO O EN GRANO,25482718.29,0.000412
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CAFÉ EN SAQUITOS,3501193.26,5.7E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CAPUCHINO INSTANTÁNEO,3300307.42,5.3E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CAPUCHINO EN SAQUITOS,702994.02,1.1E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",MALTA INSTANTÁNEA,2691744.1,4.4E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO","TÉ COMÚN EN HEBRAS, EN HOJA",906940.43,1.5E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",TÉ COMÚN EN SAQUITOS,33941113.18,0.000549
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",YERBA MATE,247281126.27,0.004003
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",MATE COCIDO EN SAQUITOS,10043078.46,0.000163
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",CACAO CON O SIN AZÚCAR,29398266.33,0.000476
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",OTRAS INFUSIONES,2684014.24,4.3E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO",INFUSIONES PREPARADAS LISTAS PARA CONSUMIR,7819528.25,0.000127
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"CAFÉ, TE, YERBA Y CACAO","SURTIDOS DE CAFÉ, TE, YERBA Y CACAO",147496,2E-06
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",AGUA MINERAL,148551890.53,0.002405
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",AGUA POTABLE,5748121.72,9.3E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",APERITIVO SIN ALCOHOL EN BASE A HIERBAS,19001920.04,0.000308
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",GASEOSAS,832180838.210002,0.01347
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",HIELO,1583157.41,2.6E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",JUGOS Y REFRESCOS EN POLVO PARA PREPARAR BEBIDAS,171017629.18,0.002768
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",JUGOS Y REFRESCOS LÍQUIDOS PARA PREPARAR BEBIDAS,23193148.57,0.000375
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",JUGOS Y REFRESCOS PARA BEBER SIN DILUIR,62786783.2300001,0.001016
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS","LECHE DE SOJA, JUGOS A BASE DE SOJA",7460592.25,0.000121
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",SODA,48732986.28,0.000789
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",AGUAS SABORIZADAS FRUTALES,70334477.0299999,0.001138
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS",BEBIDAS ISOTÓNICAS,18980245.93,0.000307
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS NO ALCOHÓLICAS,"AGUAS MINERALES, BEBIDAS GASEOSAS Y JUGOS","SURTIDOS DE AGUA MINERAL, BEBIDAS GASEOSAS Y JUGOS",2241799.16,3.6E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,BEBIDAS DESTILADAS,APERITIVOS,33487894.78,0.000542
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,BEBIDAS DESTILADAS,"GINEBRA, CAÑA, GRAPA",830791.28,1.3E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,BEBIDAS DESTILADAS,WHISKY,9293016.9,0.00015
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,BEBIDAS DESTILADAS,OTRAS BEBIDAS DESTILADAS,4372020.7,7.1E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,BEBIDAS DESTILADAS,SURTIDOS DE BEBIDAS DESTILADAS,1090566,1.8E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,VINO COMÚN,143966508.79,0.00233
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,VINO FINO,129244359.64,0.002092
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,VINOS DULCES,1115985.91,1.8E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,VINOS ESPUMANTES,11685676.62,0.000189
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,OTROS VINOS ESPUMANTES,886262.98,1.4E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,VINOS,SURTIDO DE VINOS,19215.84,0
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,CERVEZA,CERVEZA,179861748.24,0.002911
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,OTRAS BEBIDAS ALCOHÓLICAS,LICORES,1931411.44,3.1E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,OTRAS BEBIDAS ALCOHÓLICAS,SIDRA,23538870.56,0.000381
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,OTRAS BEBIDAS ALCOHÓLICAS,SURTIDO DE OTRAS BEBIDAS ALCOHÓLICAS,1542738.35,2.5E-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,BEBIDAS ALCOHÓLICAS,GASTOS NO DISCRIMINADOS EN BEBIDAS,GASTOS EN BEBIDAS,134482.5,2E-06
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",ALMUERZO,905314751.570001,0.014654
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",CENA,788034245.36,0.012756
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",DESAYUNO,55520054.6,0.000899
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",MERIENDA,42958742.18,0.000695
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",MENÚ COMPLETO (EJECUTIVO),149385524.28,0.002418
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",COMIDAS RÁPIDAS,15462456,0.00025
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR","SANDWICHES (LOMITOS, HAMBURGUESAS, PANCHOS, ETC.) Y BEBIDAS",42567429.03,0.000689
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",PIZZA Y BEBIDAS,48351656.16,0.000783
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",POSTRES,19790853.94,0.00032
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR","CAFÉ, TÉ, MATE COCIDO SOLO",78932964.32,0.001278
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR","CAFÉ, TÉ, MATE COCIDO CON FACTURAS O TOSTADAS",22718660.1,0.000368
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR","AGUA MINERAL, SODA",2074532.85,3.4E-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",GASEOSAS,25222487.01,0.000408
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",CERVEZA,21684187.54,0.000351
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",VINO,3380141.85,5.5E-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",BEBIDAS ALCOHÓLICAS,34473250.5,0.000558
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",OTRAS BEBIDAS,9407398.54,0.000152
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR",OTRAS COMIDAS CON O SIN BEBIDAS LISTAS PARA CONSUMIR,40559148.43,0.000657
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALMUERZO O CENA EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES",34871393.95,0.000564
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","DESAYUNO Y MERIENDA EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES",2740129.85,4.4E-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","CAFÉ, TÉ, MATE COCIDO EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES",593744,1E-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","GASEOSAS, JUGOS, AGUA MINERAL EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES",1527268.44,2.5E-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","BEBIDAS ALCOHÓLICAS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES",237123.5,4E-06
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN COMEDORES ESCOLARES, UNIVERSITARIOS O FABRILES","SANDWICHES (LOMITOS, HAMBURGUESAS, PANCHOS, ETC.) ",4361275,7.1E-05
